paras,label
"हिन्द नारीहरुको महान चाड हरितालिका (तीज। पर्य, २०८१ लाई मर्यादित, व्यवस्थित र सुरक्षित रुपमा
सम्पन्न गर्न भगशान श्री पशुपतिनाथ बिराजित पावन पाशुपत क्षेत्र भित्रको सुरक्षा लगायत धार्मिक एवं
२०८१/०५/२० गतेदेखि ऐ.२२ गतेसम्मका लागि देहायका चार किल्ला भित्र कसैले पनि मासु, मदिरा
कसैले यो सूचनाको वर्खिलाप गरी कुनै काम गरेमा प्रचलित कानून वमोजिम कारवाही भईजाने व्यहोरा
देहाय:
० गाशाला मित्रपार्क सडकदेखि पूर्व, पशुपति क्षेत्रको पूर्व सिमानादेखि पश्चिम, गौँशाला तिलगङ्गा

मिति.२०८१/०५/१९
ने.स.११४४ अलाथ्व १. युधयार

",Press Release
"पत्र सख्या:-०७७/०७८ भेन्त्राह)

सिंहदरबार,
प्राप्त पत्र संख्या र मिति:- काठमाडौं, नेपाल ।
च.नं.:- मिति:- २०७८/०२/३१
सम्बन्धी सचना

विभूषण समितिको मिति २०७८/०२/२१ गतेको निर्णय साथै गृह मन्त्रालय (मा. मन्त्रीस्तर) को मिति
२०७८/०२/३१ को निर्णयअनुसार विभूषण ऐन, २०६४, विभूषण नियमावली, २०६५ (संशोधन) सहित र
विभूषण सिफारिस कार्यविधि एवं प्रदानसम्बन्धी मापदण्ड, २०७५ बमोजिम प्रत्येक वर्ष संविधान दिवसका
अवसरमा राष्ट्रिय जीवनका विभिन्न क्षेत्रमा विशिष्ट योगदान पुन्याउनु हुने महानुभावहरुलाई राज्यका तर्फबाट
कदर तथा सम्मानस्वरुप मानपदवी, अलङ्गार तथा पदकजस्ता विभूषण प्रदान गर्दै आइरहेको छ।
यसैबमोजिम २०७८ सालमा प्रदान गरिने विभुषणका लागि योग्य महानुभावहरुले आफूले गरेका यस
किसिमका योगदानको आधार प्रमाणसहित सम्बन्धित जिल्लाको प्रमुख जिल्ला अधिकारीसँग २०७८ असार
२० गते भित्र सम्पर्क गर्ने प्रयोजनको लागि यो सूचना प्रकाशित गरिएको छ।

साथै विभूषण ऐन, २०६४, विभूषण नियमावली, २०६५ (संशोधन) सहित र विभूषण सिफारिस कार्यविधि
एवं प्रदानसम्बन्धी मापदण्ड, २०७५ मन्त्रालयको वेबसाइट ५४५/५४.0१.8०४. बाट जानकारी लिन सकिने
होरा भतुरीक छ। )
१००
जनकराज दाहाल
सहसचिव/प्रवक्ता
",Press Release
"(प्रकाशन मिति : २०८०/०५/१९)
स्टेशनरी तथा मसलन्द सामग्री खरिद/आपूर्ति सम्बन्धी मिति
२०८०।०३।२० को गोरखापत्र राष्ट्रिय दैनिकमा प्रकाशित यस मन्त्रालयको
सूचना (संशोधन २०८०।०३।२२) -४०//७/८8/0०80-081/01-
बमोजिम प्राविधिक प्रस्ताव सारभूतरुपमा प्रभावग्राही रहेको तपसिल
हुँदा सार्वजनिक खरिद नियमावली, २०६४ (बाह्रौं संशोधन, २०७९ समेत)
को नियम ३१ज को उपनियम (७) अनुसार सारभूतरुपमा प्रभावग्राही रही
स्वीकृतिको लागि छनौट भएको हुँदा सार्वजनिक खरिद ऐन, २०६३ को
दफा २७ को उपदफा (२) को प्रावधानका सन्दर्भमा यो सूचना सम्प्रेषण
गरिएको व्यहोरा सम्बन्धित फर्मको जानकारी एवं आवश्यक कारवाहीका
लागि सूचित गरिन्छ ।
तपसिल

स्वीकृत भएको बोलपत्रदाता/फर्म स्वीकृत भएको बोलपत्रदाता/फर्म कबोल अंक कबोल अंक (मुअ.क. बाहेक) कबोल अंक (मुअ.क. बाहेक)

दिन ीक ४०/९/5, (१६/५७ ८८,९७.५६० ।- (अक्षरुपी
अठासी लाख सन्तानब्बे हजार पाँच
सय साठी मात्र)

",Press Release
"जिल्ला दुक्कासन कार्यालय

भर्छपुर ६
विन्ला मिति २०७९/१२/२३

प्नासन

सूचना ! सूचना!! सूचना ! !!

यही मिति २०७९।१२।२७ देखि मिति २०८०।०१।०५ गते सम्म सञ्चालन हुने
बिस्का (बिस्केट) जात्रालाई शान्तिपूर्ण अनुशासित, व्यवस्थित, सभ्य र भव्य रुपमा
सम्पन्न गर्न देहाय बमोजिम गर्नु/गराउनुहुन सरोकारवाला सबैको जानकारीको लागि यो
सूचना प्रकाशित गरिएको छ।

देहाय

१. परम्परागत रुपमा रथमा चढ्न अधिकारप्राप्त र परम्परा बमोजिम पहिरन लगाएका
व्यक्ति/पदाधिकारी मात्र रथारोहण गर्ने व्यवस्था मिलाउने ।

२. खुल्ला/बोतलमा मदिरा तथा मदिराजन्य पदार्थहरुको ओसार-पसार, बिक्री वितरण,
सेवन जस्ता कार्य नगर्ने/नगराउने। ९

३ जावाको समयमा ढुगामुदा, हुनहुण्मत, सोहल्ला गर्ने उच्छुखल व्यवहार

सबैमा जानकारी गराइन्छ। साथै, यस सूचनाको कार्यान्वयन गरी जात्रालाई शान्तिपूर्ण
मर्यादित, अनुशासित, भव्य र सभ्य रुपले सम्पन्न गर्न सम्पूर्ण सरोकारवालाहरु र
भक्तपुरबासी आदरणीय आमाबुबा, दिदीबहिनी र दाजुभाइ समक्ष विनम अनुरोध गरिएको

छ। . .
. ५०
रिजाल

वेभसाइट: १३०७०।००पा.03.80०.) ईमेल: १००७॥३०००पहादा.९०1% ६६१४४३७, ६६१४८०१, ६६१०९०६ &६६१४६०७
",Press Release
"सिंहदरवार,
काठमाडौं, नेपाल ।

नेपालको संविधानको धारा १७ ले प्रत्येक नागरिकलाई विचार र अभिव्यक्तिको स्वतन्त्रता एवं विना
हातहतियार शान्तिपूर्वक रुपमा भेला हुने स्वतन्त्रता प्रदान गरेको छ। साथै धारा ४८ मा सार्वजनिक
सम्पत्तिको सुरक्षा र संरक्षण गर्नु प्रत्येक नागरिकको कर्तव्य हुने उल्लेख छ। नागरिकको विचार र
अभिव्यक्तिको स्वतन्त्रतालाई सम्मान गर्दै नेपालको संविधान र प्रचलित कानूनको प्रतिकूल नहुने गरी
प्रदर्शन गर्न पाउने हक सुनिश्चित गर्ने र तोकिएका निषेधित क्षेत्र कम गर्ने कार्य भईरहेको छ।

मुलुकी देवानी संहिता, २०७४ ले नेपाल सरकार, प्रदेश सरकार र स्थानीय तहको हक, स्वामित्व,
नियन्त्रण वा अधीनमा रहेका सरकारी घर, भवन वा जग्गा, सडक, बाटो वा रेल्वे, सार्वजनिक,
सामुदायिक गुठीलाई सरकारी सम्पत्ति र परापूर्वकालदेखि रहेको घरजग्गा, ढल वा बाटो, कुवा, पंधेरो,
रहेको सर्वविदित नै छ।

स्थानीय प्रशासन ऐन, २०२८ को दफा ६ग मा सरकारी, सार्वजनिक वा व्यक्तिगत सवारी साधन, घर
वा सम्पत्ति तोडफोड, आगजनी वा लुटपाट गरी क्षति पुन्याउन नहुने र त्यस्तो कार्य गरेमा प्रमुख जिल्ला
अधिकारीले त्यस्तो व्यक्तिलाई कसुरको प्रकृति हेरी दश हजार रुपैंयासम्म जरिवाना वा ६ महिनासम्म
कैद वा दुवै सजाय गर्न र निजले गरेको हानी नोक्सानीको बिगो असुल गरी बिगो बमोजिम जरिवाना
समेत गर्न सक्ने कानूनी व्यवस्था छ।

विभिन्न समयमा हुने गरेका प्रदर्शन, हड्तालबाट माथि उल्लेखित संविधान र कानूनी व्यवस्थाको
उल्लंघन गरी करदाताले तिरेको रकमबाट निर्मित सरकारी एवं सार्वजनिक सम्पत्ति र व्यक्तिगत हानी
नोक्सानी पुन्याएमा सो को बिगो मूल्याङ्कन गरी स्थानीय प्रशासन ऐन, २०२८ बमोजिम कारवाही गरी
हानी नोक्सानीको बिगो त्यस्तो हानी नोक्सानी पु-याउने व्यक्ति वा संस्थाबाट असुल गर्ने गराउने कार्य
गरी कानूनको पूर्ण कार्यान्वयन गर्न मन्त्रालय दृढ संकल्पित रहेको व्यहोरा सम्वद्ध सबैलाई जानकारीका
लागि अनुरोध छ।

अत: सबै प्राकृतिक र कानूनी व्यक्तिहरुले संविधान र प्रचलित कानून प्रदत्त अधिकार प्रयोग गर्दा
कर्तव्यको समेत पूर्ण पालना गर्नु गराउनुहुन मिति २०८०/१२/३० (माननीय उपप्रधानमन्त्री एवं
गृहमन्त्रीस्तर) को निर्णयानुसार अनुरोध छ।

शै णै 4
मिति: २०८०/१२/३० भट्टराई

ने.सं.: ११४४ चौलाथ्व, ४ सहसचिव/प्रवक्ता
",Press Release
"(पुन: सूचना प्रकाशन मिति: २०८१/०५/१८)

मानव अधिकारको संरक्षण र सम्वर्द्धनमा उल्लेखनीय योगदान पुन्याउने एकजना व्यक्ति र एउटा
संस्थालाई प्रत्येक वर्ष अन्तर्राष्ट्रिय मानव अधिकार दिवसको उपलक्ष्यमा नेपाल सरकारको तर्फबाट
मानव अधिकार पुरस्कार प्रदान गरिने सम्बन्धमा यस वर्ष प्रदान गरिने पुरस्कारका लागि मिति
२०८१/०४/२९ को सूचना मार्फत आवेदन आह्वान गरिएकोमा सो अवधिभित्र प्राप्त आवेदनलाई
यथावत राखी उक्त पुरस्कारको सम्वन्धमा आवेदन पेश गर्ने मिति २०८१/०६/०३ सम्म यप
गरिएको व्यहोरा सम्बन्धित सवैमा जानकारी गराइन्छ ।

डइ्मेल: ॥102९1०]08.8०५.०

पुनश्च: मानव अधिकार पुरस्कार कोष सञ्चालन नियमावली, २०७५ र मानव अधिकार पुरस्कार वितरण
कार्यविधि, २०७८ यस मन्त्रालयको बैवसाइट (५४.०]04.8०.०) मा राखिएको छ।

मानव अधिकार पुरस्कार समितिको सचिवालय,
सिंहदरबार, काठमाडौं ।
",Press Release
"४४9०/ ० तिश्वाधी, 5005 ० वण

नेपाल क्रिकेट संघ

८९४ 55०८० ०००।
(४ भ80४। ८८०। भि8096/ ०८)

ह श ् 5८२९५५।/४०: 04

:

च.नं. /२ /४०:

मिति:- २०८१।५।१३
प्रेस विज्ञ्ती
नेपाल क्रिकेट संघको मिति २०८१ साल भाद्र १३ गते बसेको केन्द्रीय कार्यसमितीको बैठकबाट
देहाय अनुसार निर्णयहरु गरिएको छ।

१.नेपाल क्रिकेट संघले ७ वहटै प्रदेश क्रिकेट संघहरुलाई २ जना महिला र ३ जना पुरुष गरी प्रति प्रदेश ५ जना
खेलाडीहरुलाई यहि सेप्टेम्बर १ देखि लागु हुने गरी १ वर्षसम्म जनही मासिक रु. १५,०००। का दरले
पारिश्रमिक उपलब्ध गराउने र ३५ जना खेलाडीहरुको पारिश्रमिक वापतको बजेट रकम प्रदेशहरुमा निकासा
गरी सम्वन्धित प्रदेशहरुले नै खेलाडीसँग सम्झौता गरी पारिश्रमिक उपलब्ध गराउने निर्णय गरियो ।

२. हालै वेष्ट ईण्डिज र अमेरिकामा सम्पन्न 1(( 3 120 ल००० फणाव ९फ मा उत्कृष्ट खेल
प्रदर्शन गर्न सफल राष्ट्रिय क्रिकेट टोलीमा समावेश खेलाडीहरु र मुख्य प्रशिक्षकलाई जनही रु.३ लाखका
दरले तथा अन्य सपोर्ट स्टाफहरुलाई जनही रु.१ लाख ५० हजारका दरले प्रोत्साहन भत्ता उपलब्ध गराउने
निर्णय गरियो ।

३. आगामी नोभेम्बर ३० देखि डिसेम्बर २१, २०२४ सम्म काठमाण्डौमा आयोजना गर्न लागिएको नेपाल
प्रिमियर लिग (२) मा ८ फ्रेन्चाईज टीमहरुको सहभागिता रहने निर्णय गरियो ।

४. वाई-वाई यु १९ पुरुष राष्ट्रिय क्रिकेट प्रतियोगिता यहि सेप्टेम्बर/ अक्टोबरमा कोशी प्रदेशमा आयोजना
गर्ने निर्णय गरियो ।

५. संघको वार्षिक कार्यक्रम अनुसार संचालन गरिने 8९ (५) क्रिकेट प्रतियोगिता यहि अक्टोवर अन्तिम
सातादेखि मधेश प्रदेशको जनकपुर र विरगंजमा आयोजना गर्ने निर्णय गरियो ।

६. 1(( 19 महिला विश्वकप एशिया क्वालिफायरको तयारी स्वरुप यहि सेप्टेम्बर १५ बाट दाङको
लमहीमा प्रथम चरणको बन्द प्रशिक्षण संचालन गर्ने निर्णय गरियो ।

७०० 8०५ 20291., ५७०. , (९वपैभा80५७, /०७०)
1४।: 977-1-4912042., धयाछ: िषण्िक्िला०९४०७७४।.०४.००
",Press Release
"पत्र संख्या :- ०७९/०८०

२॥ ९१

िन 3% ३

-.. ०१

बिषग: फैसलाको जानकारी सम्बन्धमा ।

श्री गृह मद्रनासय,

सिंह्रस्बार, काठमाण्डौं।

अैपण २ माड विपयको रिट । ०७९-४०-१

ब्न प्रदालतबाट आदेश भएको व्यहोरा अनुरोध गरिन्छ। साथै उक्त रिट

रामशाहपथ कारमाडौं

मिति : २०८०/०३/०८

१-०---.

डा. सरेन्द्र मण्डारी समेत र विपक्षी तहा मन्त्रालय समेन

३५५। निवेदनमा सम्मानित सर्वोध्च अदालतबाट मिति २०८०।०२।२१

गर्ब निरन्तरता प्रदान गर्न मिलेन भ

चार ४) समेत यसै पत्रलाय संलग्न गरी पठाईएको व्योरा अनुरोध छ।

१२० नननय दानाननना २ यकम नामाक :००००२ ५००२००००००००२०५००:--०-२०-.००- २२ २०::-- ७०:--००७०० . -....

फोन: ४२००८००,४२००८०

नि मिति २०८०।०३।०७ मा स्रानित

१.१८

राहायकै न्यायाधिवक्ता

१, ४२००८१६, ४२०८०८१४ २८)८०/४१%-
",Press Release
"५-१२११६५

नेपाल सरकार ध, २२३०५१
गृह मन्त्रालय
.............. फाँट)
ललितपुर
६
१०/ ्थ . २
टरलर नमिति:२०८१०४।२३
लमितषर ने.स. : ११४४ गुँलाथ्व, ३ बुधबार
जिल्ला प्रशासन कार्यालय, ललितपुरको सूचना ।

जिल्ला प्रशासन कार्यालय र सम्बन्धित स्थानीय तहमा रहेको दर्ता स्टेशनबाट ललितपुर जिल्लामा राष्ट्रिय
परिचयपत्रको वैयक्तिक विवरण दर्ता गर्ने कार्य र तयार भई आएको परिचयपत्र वितरण गर्ने कार्य भैरहेको व्यहोरा
जिल्ला प्रशासन कार्यालय ललितपुरले २०८१।०४।०१ गतेदेखि सेवाग्राहीहरुले राष्ट्रिय परिचयपत्रको फाराम
भर्दा नै सेवा लिने ै0०पाटो )8९ 400 11९ उपलब्ध गराउदै आएको छ । तसर्थ, यस कार्यालयमा
सेवा लिन आउने सेवाग्राहीहरुले फाराममा उल्लेख भएको 9पाशा 00९ २ 1९ अनुसार सेवा
लिनु हुन अनुरोध छ । यदि 99पाला 08 क0 1९ अनुसार सेवा लिन नआएमा सेवा प्रवाहमा
कठिनाई हुन सक्ने व्यहोरा सम्बन्धित सबैको जानकारीको लागि यो सूचना प्रकाशित गरिएको छ ।
४[

विभिएनेपाली ।
(सहायक परमुख जिल्ला अधिकारी
",Press Release
"फोन नं.०१-६६१४४३७
०१-६६१५५९५
इमेल: ५००७०६००७।(४०३.८०

२श।९/७०६:(००७ छोक्क.८०)

झल्काउन रंग र अबिर साटासाट गरी मनाईने फागु पर्व (होली) यस वर्ष फागुन २२ गते
नेपालका पहाडी जिल्ला तथा उपत्यकाका जिल्लामा र २३ गते तराईका जिल्लामा मनाइँदै छ।
यस रंगीन पर्वका अवसरमा भक्तपुर जिल्लाबासी सम्पूर्ण आमाबुबा, दिदीवहिनी र दाजुभाइहरुमा

नेपाल एक वहुभाषिक, बहुजातिक, बहुधार्मिक र बहुसांस्कृतिक विशेषतायुक्त मुलुक हो। होली पर्व
विविध जातजाति, भाषाभाषी र धर्म संस्कृति अपनाउने व्यक्तिहरुले हार्दिकता साथ मनाउने साझा
चाड हौ। यौ पर्व मनाउँदा अर्काको इच्छा विपरित फोहोर पानी वा केमिकल सहितको रंग
दल्ने/छ्याप्ने, प्लाष्टिकका लोला हान्ने, वाटोमा हिँड्ने व्यक्तिलाई अनावश्यक दु:ख/हैरानी दिने,
आवागमनमा अवरोध सिर्जना गर्ने, सार्वजनिक स्थानमा होहल्ला गरी सार्वजनिक शान्ति र
विपरित हुँदा यस्ता कार्यहरु नगर्नु/नगराउनुहुन सवैमा अनुरोध छ। कोही कसैबाट त्यस्तो कार्य

अनुरोध छ। ९

प्ी

(खगेन्द्रप्रसाद रिजाल)
फागुन १९, २०७९ खमन्द्रप्रसाद रिजाल

“व्यवसायिक र सिर्जनशील प्रशासन: विकास, सम्वृद्धि र सुशासन
",Press Release
"४२६२३४०
४०६२८०२
. ४8२९०७०६
४२६२६३२
5२६२८६२
४२२३४८०

पत्र संख्या :- ०७५/७६ पापए, दास्ाल काठमाडौं, नेपाल
घलानी नं. :- ०७५४/०५/२
मिति . /०५/२२

& ७ ७ ७७० १७००%%७०%% %%%क%९००क9९८

विषय :- पैस बिाप्ति

मिति २०७५/०५/१८ गते नेपाल सरकार, स्वास्थ्य तथा जनसंख्या मन्त्रालय, नेपाल
मेडिकल काउन्सिल र नेपाल चिकित्सक संघ बिच भएको मुलुकी ऐन अपराध संहिता २०७४
परिच्छेद १९ इलाजको कसुर लगायतका स्वास्थ्यकर्मीहरुको सुरक्षाका सवालहरु सम्बन्धमा
सकेको छ । सो ऐन संशोधन प्रक्रियालाई यथाशिध टुङ्गोमा पुगयाउन स्वास्थ्य तथा जनसंख्या
मन्त्रालय प्रतिवद्द रहेको जानकारी गराईन्छ ।

ड०)
मोहम्मद दाउद
प्रमुख स्वास्थ्य समन्वय महाशाखा
स्वास्थ्य तथा जनसंख्या मन्त्रालय

४ पडाटा ९४०।(८५0005५४३5)५ /980५.०८९
",Press Release
"उआर्थ्प सम्वन्धी आअध्-याद्दैछशाहरूत्माङ्ट प्रतिस्श्यापन्त मार्ने विध्लेयकका सम्वन्तध्यम्ना संधीय संसद्म्ना
प्रस्तलुल वयक्तलब्यको बुट्या न्तं. २८ उ्ना प्रशास्वञ्तिक र द्न्ध्यन्न स्वर्चम्ना २० प्रत्लिशालत्ने कटौतलि गार्नौ
परेको च्यापपत्याद्क मध्येन्तज्जर गनार्दै च्यात्तु आ.त. २०७८/७५९, मा डन्ध्यवन्त ्रार्थ कम्तरा व्विन्नियोज्ित
बखज्नेटम्ला श्प काटोजि गार्ने गाडी न्तैेपात्न सरकार, मन्त्तरिघश्ष्चिदाट जित्ति २०७८/४२/७० ज्ता
सम्वनञ्त्धित सतखैकोो ज्ान्नकारीका न्तिकिल यखो सूचन्ता प्रकाश्ान्त जाश्िष्टको छङ् ।

का) डन्ध्यन्न श्क्ार्थ कम्ना खव्िछ्लििन्न्न कमन्त्रात्नय/न्तिकाय तलश्यथा न्तैपात्न सरकारसंज्ा साम्ज्द्दध्र

५- - े २ ्क) जेटको २० प्रतसिशलतलत्े कटौजि गार्ने । स्यो न्िर्णय

विकारसू आस्योजन्ताहरू, शान्तिलि स्ुरब्ला, आअत्यायक््यक सेवा र आसरूान्बव्त सू्यान्ीय व्ति्ाचन्त
परय्योज्जन्तका त्नाज्ि त्याग व्यहहुन्नै ।

रब) छङछै एऐन्नखाट ङ्न्ध्यन्न सुचिध्या प्राप्ल गार्न् पदाशच्चिकारी हरून्ो ड्रन्ध्यन्न सखुचखिचध्या २० पलिश्ातलत्
कटौोलि गर्नी जन्तुरोध्य गार्न् ।
डा) य्यो ककटौल्लि छहात्नत्याङ्क २०७९ आअसार नम्सान्लसम्म तव्नागु हुन्ने ।

धा) य्यो न्तिर्णय घात्लन्तको जअन्तुगन्न्त कैञन्द्रीय न्तिकारयहरू, सूतै संवैधानव्तिक नज्निक्कायहहरू र
घद्ेशको छहककमा श््री प्रध्यान्नममन्त्री लग्था कमन्त्त्रियश्ष्चिलको कार्यात्नख र स्ू्याव्ीयखय तलककोो

सहरू च्िव एउतं प्रवकला
",Press Release
"प.स:.०८०/०८१
च.नं.

मिति: २०८१/०३/१२
विषय:- सूचना सम्बन्धमा ।

प्रस्तुत विषयमा नेपाल सरकारले सामाजिक सुरक्षा भत्ता लगायत विविध क्षेत्रमा राष्ट्रिय परिचय
पत्रलाई देशभर लागु गर्दै लैजाने सन्दर्भमा भक्तपुर जिल्लामा राष्ट्रिय परिचयपत्र विवरण दर्ता, (५॥
को खोजी साथसाथै र कार्ड वितरण गर्ने कार्यको लागि यस कार्यालयको अतिरिक्त तपशिल
सेवा लिन सकिने व्यहोरा जानकारी गराइन्छ।
१.चाँगुनारायण नगरपालिका,
२.मध्यपुर थिमि नगरपालिका,
नगरकार्यपालिकाको कार्यालय, भक्तपुर ।
पुनश्व: बालवालिका, आफ्नो हेरचाह गर्न नसक्ने असक्त, असहाय वा ९० वर्षभन्दा माथिका जेष्ठ
नागरिकको हकमा राष्ट्रिय परिचयपत्र को विवरण दर्ता नभएपनि सामाजिक सुरक्षा भत्ता लिन वाधा
नपर्ने व्यहोरा अनुरोध छ।

9

६

दकीक
१५८०९: काठ्णामात छा.गाणा म.०१. दिगत: पशकरमिपारतहरा.०९० ७ ६६१४४३५ फ्यास्त: ६६१४६०७
",Press Release
"४१ २५ थ

सार्वजनिक विदा सम्बन्धी सूचना

इस्लाम धर्मालम्बीहरुले मनाउने ""बक्र इद (ईद उल अजहा) को अवसरमा २०७८ श्रावण
६ गते बुधबार नेपाल राज्यभरका सबै सरकारी कार्यालयहरु, निकायहरु र विदेशस्थित
२०७८/०४/०४ गते निर्णय भएको हुँदा सम्बन्धित सवैको जानकारीको लागि यो सूचना
प्रकाशित गरिएको छ।

मिति: २०७८। ०४। ०५

जनकराज दाहाल
सहसचिव/प्रवक्ता
",Press Release
"विजति ठिँ
नेपालको वर्तमान आर्थिक अवस्थाको सम्बन्धमा चासो र चिन्द दर्शाउदै आम सञ्चार
माध्यममा व्यक्त गरिएका धारणा प्रति अर्थ मन्त्रालयको ध्यान आकृष्ट भएको छ। यस
प्रकारका पृष्ठपोषणबाट अर्थतन्त्रको नियमित विश्षेषण गरी उपयुक्त नीतिगत कदमहरु चाल्न
अर्थ मन्त्रालयलाई सहयोग पुग्ने विश्वास छ। अर्थ मन्त्रालयले अर्थतन्त्रको वर्तमान अवस्था
सम्बन्धमा नियमित रुपमा विश्लेषण गरी विभिन्न नीतिगत उपायहरु र कार्यक्रमहरु
कार्यान्वयन गरिरहेको व्यहोरा सबैमा अवगतै छ। अर्थतन्त्रका समष्टिगत परिसूचकहरु
सामान्य नै रहेको छ। तथापि, आह्ा क्षेत्रमा केहि दवाव सिर्जना भएकोले आयात व्यवस्थापन
र विदेशी विनिमय सञ्चितिलाई बढावा दिने गरी केही नीतिगत कदमहरु चालिसकिएको छ।
दिन चालु आर्थिक वर्षको हालसम्मको सूचकहरुको अवस्था प्रस्तुत गरेको छु:

आर्थिक वृद्धि तथा कुल गा्हस्थ्य उत्पादन
१. आर्थिक वर्ष २०७६/७७ आर्थिक वृद्धि २.१ प्रतिशतले त्रणात्मक हुन गएकोमा
आर्थिक वर्ष २०७७/७८ मा पनि कोभिड-१९ महामारीको दोस्रो लहरको प्रतिकूलताले

अर्थतन्त्रमा ७.० प्रतिशतको लक्ष्य अनुरुप उपलब्धि हासिल हुन नसकी केवल ४.०
प्रतिशतमा सीमित हुने अवस्था छ। चालु आर्थिक वर्षमा ७ प्रतिशतको आर्थिक
वृद्धिदरको लक्ष्य राखिएको छ। कोभिड-१९ महामारीको कारण प्रभावित आर्थिक
गतिविधि सामान्यीकरण हुँदै गएको तथ्यलाई २०७६ साल फागुनको तुलनामा २०७८
कार्तिक महिनासम्म करिव ९८ प्रतिशत उच्चोग व्यवसायहरु सञ्चालनमा आएकोले सेवा
रोजगारीमा पनि क्रमश: सुधार हुँदै गएको छ। यसबाट आर्थिक वृद्धिदरमा सकारात्मक
प्रभाव पर्न जाने देखिन्छ।

मूल्य स्थिति

२. विगत तीन वर्षको औंसत मुद्रास्फीति ५.१८ प्रतिशत रहेकोमा २०७८ फागुन
मसान्तसम्म वार्षिक विन्दुगत उपभोक्ता मुद्रास्फीति ७.१ प्रतिशत रहेको अवस्था छ।
चालु आर्थिक वर्षको पहिलो ८ महिनासम्मको औसत उपभोक्ता मुद्रास्फीति ५.४
प्रतिशत रहेको छ। पछिल्लो समयमा विश्व बजारमा कच्चा पेट्रोलियम पदार्थको मूल्य
निरन्तर बढ्दै गएको कारण सो को प्रत्यक्ष प्रभाव नेपालको समग्र मूल्यस्तरमा परेकोले
",Press Release
"सार्वजनिक बिदा सम्बन्धी सूचना

नेपाल राजपत्रमा मिति २०७९/१२/०२ गतेका दिन प्रकाशित सूचना अनुसार इस्लाम
धर्मालम्बीहरुको पर्व बकर ईद (ईद उल अजहा) वि.सं. २०८० साल असार १४ गते
बिहीबारका दिन सार्वजनिक बिदा दिने निर्णय भएको हुँदा सम्बन्धित संबैको जानकारीको लागि

यो सूचना प्रकाशित गरिएको छ ।
००

केदारनाथ शर्मा

मिति: २०८०/०३/१२
सहसचिव/प्रवक्ता
",Press Release
"सिंहदरवार,
काठमाडौं, नेपाल ।

हालै नेपाल सरकारबाट शुभारम्भ भई परीक्षणको चरणमा रहेको नागरिक एपमा नागरिकका
नागरिकता सम्बन्धी कतिपय विवरण मेल नखाएकोले एप प्रयोग गर्न कठिनाई भएको भन्ने
जनगुनासो प्राप्त भएको सन्दर्भमा नागरिकतामा भएको सानोतिनो त्रुटि सच्याउन अनलाइन
प्रणालीको विकास गर्ने प्रक्रिया प्रारम्भ गरिएको व्यहोरा सम्बन्धित सवैको जानकारीको लागि
अनुरोध छ ।

:००/४-

मिति: २०७७/१०/०६ (प्रेमलाल लामिछाने)
उपसचिव/सूचना अधिकारी
",Press Release
"४९१८५६९१
नेपान्य अन्कार छ

४४६ ४६८६

चैव : ६२:८६

गृह्ट मन्त्रानय
(माघा

क्षररया काट माड

० ० ट १०९१ ५- २०.-
. . 4 र्व ५७०८
:9
क ् मिनि २०/८१ /४/१ £
प २० ९ ने.म ११४८ दिन्नाणा

न्व्

ई श्री स्थानीय नहहरू (तोकिएका ६६ जिन्लाका),

प्रस्तुत बिपयमा यस बिभागको च.नं.३४ प.सं.०८१/७२ मिनि २०८१/०४०७ को मामाजिक
मबगत नै छ ।
२०८१/०३/१० को राजपत्रमा प्रकाशित सूचनामा पहिलो र टोस्रो चरणमा राष्ट्रिय परित्रयपत्र
मन्त्रीपरिषद्को २०८१/०२/२७ को निर्णयानुसार सामाजिक सुरक्षा भत्ता प्राम गर्ने नाभग्राहीको नयाँ
दर्ता तथा नबीकरण गर्दा देहायअनुसार गर्नु हुन निर्णयानुसार अनुरोध छ ।
१) राष्ट्रिय परिचय नम्वर वा परिचयपत्र प्राप्त गरेका लाभग्राहीको अनिवार्य ५५ २६०६९/७//
५टमभाक्ष वाट छालाटपाट एयाट्याण्ण गराई नयाँ निवेदन दर्ता तथा नवीक्रण गर्ने। यदि ङनै
कारणले छामव्याट पपीयव्यामानभएमा अन्य विकन्प जन्नै :3
मैपट्यव्ययणा या 90०० वाट शवािव्यालण गरी दर्ता तथा नवीकरण गर्ने।
२) राष्ट्रिय परिचय नम्बर वा परिचयपत्र प्राप्त नगरेका लाभग्राहीले राष्ट्रिय परिचय नम्वर प्राम नगरेको
स्वधोषणा गरी भाद्र मसान्त भित्र सामाजिक सुरक्षा परिचयपत्र नवीकरण गर्ने र पौप ममान्तपित्र

राष्ट्रिय परिचय नम्वर प्राप्त गरी सम्बन्धित स्थानीय तहवाट अनिवार्य रुपमा बायोमेट्रिक म्ज
गराउने।

) लाभग्राहीले ४४ उपलब्ध गराएको तर कुनै पनि माध्यम (80९(८ वा 103 ()९०८३/०
बा शोण० ४९८०००१) बाट (५ ४९८०४० हुन नसकेमा प्रणालीमा ५ ५८ा नभएङ)
कैफियत जनाई नवीकरण गर्ने र २०८१ पौप मसान्तभित्र (४ ४९/८3४०) गराउन लाभप्राहीलाई

",Press Release
